Tree,Linearisation
PhrUtt NoPConj (UttS (UseCl TFutTemp PPos (PredVP (UsePron (ProDrop they_Pron)) (ComplV2V sebenzis_V2V (DetCN (DetNum NumSg) (UseN simbithi_3_4_N)) (ComplV2 baz_V2 (DetCN (DetNum NumPl) (UseN dlovu_9_10_N))))))) NoVoc,bazosebenzisa umsimbithi ukubaza izindlovu
ExtPhrConj (PhrUtt NoPConj (UttS (UseCl TRemPastTemp PPos (PredVP (UsePron (ProDrop it14_Pron)) (UseV khumul_V)))) NoVoc) (PhrUtt NoPConj (UttS (UseCl TRemPastTemp PPos (PredVP (UsePron (ProDrop it14_Pron)) (ComplV2 gqok_V2 (RelNP (DetCN (DetNum NumPl) (UseN ngubo_9_10_N)) (UseRCl TPresTemp PPos (RelVPShort IdRP (UseVStative om_V)))))))) NoVoc),bakhumula bagqoka izingubo ezomile
"ChunkPhr (PlusChunk (S_Chunker (S_Chunk (UseCl TPastTemp PPos (PredVP (UsePron (ProDrop it14_Pron)) (AdvVP (ComplV2 ahlukanis_V2 (DetCN (DetNum NumSg) (UseN shado_3_4_N))) (LocAdvAdv (LocAdvNP ngemuva_LocAdv (RelNP (DetCN (DetNum NumPl) (UseN nyaka_3_4_N)) (UseRCl TPresTemp PPos (RelVP IdRP (CopAP (PositA hlanu_A)))))))))))) (OneChunk (Symb_Chunker (Symb_Chunk (MkSymb ""beshadile"")))))",bahlukanise umshado ngemuva kweminyaka emihlanu beshadile
"ChunkPhr (PlusChunk (NP_Chunker (NP_Nom_Reduced_Chunk (DetCN (DetNum NumSg) (UseN bemba_11_10_N)))) (PlusChunk (N_Chunker (N_Sg_Chunk godi_3_4_N)) (PlusChunk (VP_Chunker (VP_Main_Chunk TPastTemp PPos (ProDrop he_Pron) (ComplV2 z_V2 (UsePron (ProDrop it17_Pron))))) (PlusChunk (NP_Chunker (NP_Nom_Reduced_Chunk (Deverb15 PPos (UseVStative bhajw_V)))) (PlusChunk (N_Chunker (N_Pl_Chunk lwane_7_8_N)) (OneChunk (Symb_Chunker (Symb_Chunk (MkSymb ""zasendle"")))))))))",bemba umgodi ukuze kubhajwe izilwane zasendle
PhrUtt NoPConj (UttS (UseCl TPresTemp PNeg (PredVP (UsePron (ProDrop it17_Pron)) (AdvVP (CopAP (PositA lula_R)) (NPAdv (Deverb15 PPos (ComplV2 phek_V2 (DetCN (DetNum NumSg) (PossNP (UseN nyama_9_10_N) (DetCN (DetNum NumSg) (UseN kalikuni_5_6_N))))))))))) NoVoc,akulula ukupheka inyama yekalikuni
"ChunkPhr (PlusChunk (S_Chunker (S_Chunk (UseCl TFutTemp PPos (PredVP (UsePron (ProDrop it3_Pron)) (AdvVP (UseV jik_V) (InstrNPAdv (RelNP (DetCN (DetNum NumSg) (PossNP (UseN gwaqo_3_4_N) (Deverb15 PPos (UseV qal_V)))) (UseRCl TFutTemp PPos (RelVP IdRP (ComplV2 bon_V2 (UsePron (ProDrop it3_Pron)))))))))))) (OneChunk (Symb_Chunker (Symb_Chunk (MkSymb ""kwesobunxele"")))))",uzojika ngomgwaqo wokuqala ozowubona kwesobunxele
ExtPhrConj (PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (DetCN (DetNum NumSg) (PredetN (DemPredet this_Quant) mboni_9_10_N)) (ComplV2 sebenzis_V2 (DetCN (DetNum NumSg) (UseN njoloba_9_10_N)))))) NoVoc) (PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (UsePron (ProDrop she_Pron)) (AdvVP (ComplV2 enz_V2 (UsePron (ProDrop it17_Pron))) (NPAdv (DetCN (DetNum NumPl) (PossNP (UseN mata_1a_2a_N) (DetCN (DetNum NumPl) (UseN moto_9_10_N))))))))) NoVoc),le mboni isebenzisa injoloba ukwenza omata bezimoto
PhrUtt NoPConj (UttImpSg PPos (ImpVP (ComplV2V sebenzis_V2V (DetCN (DetNum NumSg) (UseN kotini_1a_2a_N)) (ComplV2 thung_V2 (DetCN (DetNum NumPl) (UseN sokisi_5_6_N)))))) NoVoc,sebenzisa ukotini ukuthunga amasokisi
ExtPhrConj (ExtPhrConj (PhrUtt NoPConj (UttS (UseCl TFutTemp PPos (PredVP (DetCN (DetNum NumSg) (UseN bhanana_1a_2a_N)) (AdvVP (UseVStative vuthw_V) maduzane_Adv)))) NoVoc) (PhrUtt NoPConj (UttImpSg PPos (ImpVP (ComplV2 es_V2 (UsePron (ProDrop they_Pron))))) NoVoc)) (PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (UsePron (ProDrop youPl_Pron)) (ComplV2 kh_V2 (UsePron (ProDrop it3_Pron)))))) NoVoc),ubhanana uzovuthwa maduzane bese niyawukha
PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (UsePron (ProDrop i_Pron)) (ComplVS bon_VS (UseCl TPresTemp PPos (PredVP (DetCN (DetNum NumSg) (UseN bhanoyi_5_6_N)) (AdvVP (UseV ndiz_V) (LocAdvAdv (LocNPAdv (DetCN (DetNum NumSg) (UseN bhakabhaka_7_8_N))))))))))) NoVoc,ngibona ibhanoyi lindiza esibhakabhakeni
ChunkPhr (PlusChunk (S_Chunker (S_Chunk (UseCl TPresTemp PPos (PredVP (UsePron (ProDrop i_Pron)) (ComplV2 bon_V2 (DetCN (DetNum NumPl) (UseN fu_5_6_N))))))) (PlusChunk (NP_Chunker (NP_Loc_Chunk (DetCN (DetNum NumSg) (UseN bhakabhaka_7_8_N)))) (PlusChunk dash_Chunk (PlusChunk (Adv_Chunker (Adv_Chunk (InstrNPAdv (DetCN (DetNum NumSg) (UseN themba_5_6_N))))) (PlusChunk (VP_Chunker (VP_Inf_Chunk PPos (UseV th_V))) (OneChunk (S_Chunker (S_Chunk (UseCl TFutTemp PPos (PredVP (UsePron (ProDrop it5_Pron)) (UseV n_V))))))))))),ngibona amafu esibhakabhakeni - ngethemba ukuthi lizokuna
PhrUtt NoPConj (UttQS (UseQCl TPresTemp PPos (QuestIAdv what_IAdv (PredVP (UsePron (ProDrop i_Pron)) (ComplVS bon_VS (AdvS (LocAdvNPAdv (NPAdv (RelNP (DetCN (DetNum NumSg) (UseN thuthu_9_10_N)) (UseRCl TPresTemp PPos (RelVPShort IdRP (UseV vel_V))))) (DetCN (DetNum NumSg) (UseN lilo_3_4_N))) (ExistNP (AdvNP (UsePron (ProDrop it11_Pron)) (NPAdv (RelNP (UsePron (ProDrop youSg_Pron)) (UseRCl TPresTemp PPos (RelVPShort IdRP (UseV tsh_V))))))))))))) NoVoc,ngibona intuthu evela emlilweni wotshani
PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (UsePron (ProDrop i_Pron)) (AdvVP (CopNP (UsePron (ProDrop it9_Pron))) (NPAdv (RelNP (DetCN (DetNum NumPl) (RelN (UseRCl TRemPastTemp PPos (RelVP IdRP (UseV zond_V))) layini_1a_2a_N)) (UseRCl TPresTemp PPos (RelVP IdRP (CopAP (PositA de_A)))))))))) NoVoc,ngiyabazonda olayini abade
"ChunkPhr (PlusChunk (S_Chunker (S_Chunk (UseCl TPresTemp PNeg (PredVP (UsePron (ProDrop i_Pron)) (ComplV2 thand_V2 (UsePron (ProDrop it17_Pron))))))) (PlusChunk (VP_Chunker (VP_Inf_Chunk PPos (UseV dl_V))) (PlusChunk (Symb_Chunker (Symb_Chunk (MkSymb ""amalamula,""))) (PlusChunk (Postdet_Chunker (Postdet_Chunk (ProDrop it17_Pron) (QuantPostdet only_QuantStem))) (PlusChunk (VP_Chunker (VP_Main_Chunk TPresTemp PPos (ProDrop i_Pron) (UseV phek_V))) (PlusChunk (Symb_Chunker (Symb_Chunk (MkSymb ""ngejusi""))) (OneChunk (S_Chunker (S_Chunk (ExistNP (RelNP (UsePron (ProDrop it5_Pron)) (UseRCl TRemPastTemp PPos (RelVP IdRP (UseV mul_V))))))))))))))","angikuthandi ukudla amalamula, kodwa ngipheka ngejusi yelamula"
ChunkPhr (PlusChunk (S_Chunker (S_Chunk (UseCl TPresTemp PPos (PredVP (DetCN (DetNum NumSg) (UseN kati_5_6_N)) (UseV dlal_V))))) (OneChunk (Adv_Chunker (Adv_Chunk kakhulu_Adv)))),ikati liyadlala kakhulu
PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (Deverb15 PPos (ComplV2 ntul_V2 (DetCN (DetNum NumSg) (UseN azi_11_10_N)))) (UseV khathaz_V)))) NoVoc,ukuntula ulwazi kuyakhathaza
PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (DetCN (DetNum NumPl) (UseN qabunga_5_6_N)) (AdvVP (UseV hamb_V) (LocAdvAdv (LocNPAdv (DetCN (DetNum NumSg) (UseN moya_3_4_N)))))))) NoVoc,amaqabunga ahamba emoyeni
"ChunkPhr (PlusChunk (S_Chunker (S_Chunk (UseCl TRemPastTemp PPos (PredVP (DetCN (DetNum NumPl) (PossNP (UseN qabunga_5_6_N) (DetCN (DetNum NumPl) (ApposN (UseN nye_7_8_N) hlahla_7_8_N)))) (UseV phenduk_V))))) (PlusChunk (V_Chunker (V_e_Chunk ab_V)) (PlusChunk (Symb_Chunker (Symb_Chunk (MkSymb ""olintshi""))) (PlusChunk (Imp_Chunker (Imp_Sg_Pos_Chunk (ImpVP (ComplV2 es_V2 (UsePron (ProDrop they_Pron)))))) (PlusChunk (S_Chunker (S_Chunk (UseCl TPresTemp PPos (PredVP (UsePron (ProDrop they6_Pron)) (UseVStative w_V))))) (PlusChunk (NP_Chunker (NP_Loc_Chunk (DetCN (DetNum NumSg) (UseN hlahla_7_8_N)))) (OneChunk (Symb_Chunker (Symb_Chunk (MkSymb ""ekwindla""))))))))))",amaqabunga ezinye izihlahla aphenduka abe olintshi bese awe esihlahleni ekwindla
ExtPhrConj (PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (DetCN (DetNum NumPl) (UseN qabunga_5_6_N)) (UseV shwaban_V)))) NoVoc) (ExtPhrConj (PhrUtt NoPConj (UttS (AdvS (InstrNPAdv (DetCN (DetNum NumSg) (UseN khathi_9_10_N))) (UseCl TPresTemp PPos (PredVP (UsePron (ProDrop i_Pron)) (CopNP (UsePron (ProDrop it11_Pron))))))) NoVoc) (PhrUtt NoPConj (UttS (UseCl TRemPastTemp PPos (PredVP (UsePron (ProDrop they6_Pron)) (UseV qoq_V)))) NoVoc)),amaqabunga ayashwabana ngenkathi ngiwaqoqa
"ChunkPhr (PlusChunk (N_Chunker (N_Sg_Chunk nyoni_9_10_N)) (PlusChunk (VP_Chunker (VP_Main_Chunk TPresTemp PPos (ProDrop it9_Pron) (UseV sebenzis_V))) (PlusChunk (Symb_Chunker (Symb_Chunk (MkSymb ""uqhwaku""))) (PlusChunk (NP_Chunker (NP_Gen_Chunk (ProDrop it11_Pron) (UsePron they4_Pron))) (OneChunk (VP_Chunker (VP_Inf_Chunk PPos (ComplV2 qhekez_V2 (RelNP (DetCN (DetNum NumSg) (UseN mbewu_9_10_N)) (UseRCl TPresTemp PPos (RelVPShort IdRP (UseVStative vulek_V))))))))))))",inyoni isebenzisa uqhwaku lwayo ukuqhekeza imbewu evulekile
ChunkPhr (PlusChunk (S_Chunker (S_Chunk (UseCl TFutTemp PPos (PredVP (DetCN (DetNum NumSg) (UseN nyoni_9_10_N)) (ComplV2 shay_V2 (DetCN (DetNum NumPl) (PossNP (UseN phiko_5_6_N) (UsePron it9_Pron)))))))) (PlusChunk (VP_Chunker (VP_Main_Chunk TPastTemp PPos (ProDrop it3_Pron) (ComplV2 z_V2 (UsePron (ProDrop youSg_Pron))))) (OneChunk (S_Chunker (S_Chunk (UseCl TPastTemp PPos (PredVP (UsePron (ProDrop they4_Pron)) (AdvVP (UseV ndiz_V) (InstrNPAdv (Deverb15 PPos (UseV shesh_V))))))))))),inyoni izoshaya amaphiko ayo ukuze indize ngokushesha
PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (DetCN (DetNum NumPl) (UseN nyoni_9_10_N)) (AdvVP (UseV ndiz_V) (LocAdvAdv (LocAdvNP ngaphezu_LocAdv (DetCN (DetNum NumPl) (UseN hlahla_7_8_N)))))))) NoVoc,izinyoni zindiza ngaphezu kwezihlahla
PhrUtt NoPConj (UttS (UseCl TRemPastTemp PPos (PredVP (DetCN (DetNum NumPl) (UseN nyoni_9_10_N)) (AdvVP (ComplV2 zam_V2 (UsePron (ProDrop they10_Pron))) (LocAdvNPAdv (NPAdv (Deverb15 PPos (ComplV2 xosh_V2 (DetCN (DetNum NumSg) (UseN nyoka_9_10_N))))) (DetCN (DetNum NumSg) (PossNP (UseN dleke_7_8_N) (UsePron it9_Pron)))))))) NoVoc,izinyoni zazizama ukuxosha inyoka esidlekeni sayo
"ChunkPhr (PlusChunk (N_Chunker (N_Sg_Chunk makoti_1a_2a_N)) (PlusChunk (Symb_Chunker (Symb_Chunk (MkSymb ""ubegqoka""))) (PlusChunk (N_Chunker (N_Sg_Chunk ngubo_9_10_N)) (PlusChunk (Imp_Chunker (Imp_Sg_Pos_Chunk (ImpVP (UseV elul_V)))) (PlusChunk (Postdet_Chunker (Postdet_Chunk (ProDrop it17_Pron) (QuantPostdet only_QuantStem))) (OneChunk (RS_Chunker (RS_Chunk (ProDrop they4_Pron) (UseRCl TPresTemp PPos (RelVP IdRP (UseV bukek_V)))))))))))",umakoti ubegqoka ingubo elula kodwa ebukekayo
PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (AdvNP (DetCN (DetNum NumPl) (UseN thunjwa_1_2_N)) (LocAdvNPAdv (InstrNPAdv (RelNP (DetCN (DetNum NumPl) (UseN qola_5_6_N)) (UseRCl TRemPastTemp PPos (RelVP IdRP (ComplV2 eq_V2 (UsePron (ProDrop they_Pron))))))) (DetCN (DetNum NumSg) (UseN suku_14_N)))) (AdvVP (UseV qond_V) (LocAdvAdv (LocNPAdv (DetCN (DetNum NumPl) (UseN phoyisa_5_6_N)))))))) NoVoc,abathunjwa ngamaqola beqa ebusuku baqonda emaphoyiseni
"ChunkPhr (PlusChunk (NP_Chunker (NP_Nom_Reduced_Chunk (Deverb15 PPos (ComplV2 landelw_V2 (DetCN (DetNum NumSg) (UseN thembu_7_8_N)))))) (PlusChunk (NP_Chunker (NP_Loc_Chunk (DetCN (DetNum NumPl) (PredetN (DemPredet this_Quant) zi_3_4_N)))) (PlusChunk (Symb_Chunker (Symb_Chunk (MkSymb ""ekulesi""))) (OneChunk (NP_Chunker (NP_Nom_Reduced_Chunk (DetCN (DetNum NumSg) (UseN godi_7_8_N))))))))",kulandelwa isithembu kule mizi ekulesi sigodi
"ChunkPhr (PlusChunk (RS_Chunker (RS_Chunk (ProDrop they6_Pron) (UseRCl TPastTemp PPos (RelVPShort IdRP (UseV zang_V))))) (PlusChunk (Imp_Chunker (Imp_Sg_Pos_Chunk (ImpVP (ComplV2 bon_V2 (UsePron (ProDrop they_Pron)))))) (PlusChunk (Symb_Chunker (Symb_Chunk (MkSymb ""nesisodwa""))) (PlusChunk (N_Chunker (N_Sg_Chunk hlahla_7_8_N)) (PlusChunk (Adv_Chunker (Adv_Chunk (InstrNPAdv (DetCN (DetNum NumSg) (UseN khathi_7_8_N))))) (PlusChunk (Symb_Chunker (Symb_Chunk (MkSymb ""bedabula""))) (OneChunk (N_Chunker (N_Sg_Chunk gwadule_11_10_N)))))))))",azange babone nesisodwa isihlahla ngesikhathi bedabula ugwadule
"ChunkPhr (PlusChunk (N_Chunker (N_Sg_Chunk mkhulu_1a_2a_N)) (PlusChunk (Symb_Chunker (Symb_Chunk (MkSymb ""bazomgcwaba""))) (OneChunk (Adv_Chunker (Adv_Chunk (InstrAdvNPAdv (LocAdvAdv (LocNPAdv (Deverb15 PPos (UseVStative s_V)))) (DetCN (DetNum NumSg) (UseN Mgqibelo_3_4_N))))))))",umkhulu bazomgcwaba ekuseni ngoMgqibelo
PhrUtt NoPConj (UttS (UseCl TRemPastTemp PPos (PredVP (DetCN (DetNum NumPl) (UseN sela_5_6_N)) (AdvVP (AdvVP (ComplV2 sik_V2 (DetCN (DetNum NumPl) (PossNP (UseN thambo_11_10_N) (DetCN (DetNum NumSg) (UseN gesi_1a_2a_N))))) (InstrNPAdv (DetCN (DetNum NumSg) (UseN ba_1a_2a_N)))) (NPAdv (RelNP (UsePron (ProDrop it9_Pron)) (UseRCl TPresTemp PPos (RelVPShort IdRP (ComplV2 fun_V2 (RelNP (DetCN (DetNum NumSg) (UseN thusi_5_6_N)) (UseRCl TPresTemp PPos (RelVP IdRP (CopLocative (LocAdvLoc (LocAdvNP (LocNNgaAdv phakathi_LocN) (UsePron they8_Pron)))))))))))))))) NoVoc,amasela asika izintambo zikagesi ngoba efuna ithusi elingaphakathi kwazo
"ChunkPhr (PlusChunk (Symb_Chunker (Symb_Chunk (MkSymb ""UMars""))) (PlusChunk (NP_Chunker (NP_Nom_Reduced_Chunk (Deverb15 PPos (UseV thiw_V)))) (OneChunk (S_Chunker (S_Chunk (UseCl TPresTemp PPos (PredVP (UsePron (ProDrop youSg_Pron)) (CopNP (DetCN (DetNum NumSg) (PossNP (UseN thixo_7_8_N) (DetCN (DetNum NumSg) (UseN mpi_9_10_N))))))))))))",UMars kuthiwa uyisithixo sempi
PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (DetCN (DetNum NumSg) (PossNP (UseN ningi_5_6_N) (DetCN (DetNum NumPl) (UseN nsingizi_9_10_N)))) (AdvVP (ComplV2 enz_V2 (DetCN (DetNum NumPl) (PossNP (UseN dleke_7_8_N) (UsePron they10_Pron)))) (LocAdvAdv (LocNPAdv (DetCN (DetNum NumPl) (PossNP (UseN godi_3_4_N) (DetCN (DetNum NumPl) (UseN hlahla_7_8_N)))))))))) NoVoc,iningi lezinsingizi lenza izidleke zazo emigodini yezihlahla
PhrUtt NoPConj (UttS (UseCl TPastTemp PPos (PredVP (DetCN (DetNum NumSg) (PossNP (UseN bhayisikili_5_6_N) (UsePron i_Pron))) (ComplV2 gcwal_V2 (Deverb15 PPos (UseV gqwal_V)))))) NoVoc,ibhayisikili lami ligcwele ukugqwala
PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (DetCN (DetNum NumSg) (PossNP (PossNP (UseN suku_11_10_N) (UsePron i_Pron)) (Deverb15 PPos (UseV zalw_V)))) (CopLocative (LocAdvLoc (LocNPAdv (DetCN (DetNum NumSg) (PossNP (UseN nyanga_9_10_N) (DetCN (DetNum NumSg) (UseN Disemba_1a_2a_N)))))))))) NoVoc,usuku lwami lokuzalwa lusenyangeni kaDisemba
"ChunkPhr (PlusChunk (S_Chunker (S_Chunk (UseCl TPresTemp PPos (PredVP (DetCN (DetNum NumPl) (PossNP (UseN ngane_9_10_N) (UsePron i_Pron))) (ComplV2 thand_V2 (Deverb15 PPos (UseV dl_V))))))) (PlusChunk (Symb_Chunker (Symb_Chunk (MkSymb ""ummbila""))) (OneChunk (Symb_Chunker (Symb_Chunk (MkSymb ""esikhwebini""))))))",izingane zami zithanda ukudla ummbila esikhwebini
ExtPhrConj (PhrUtt NoPConj (UttImpSg PPos (ImpVP (ComplV2 qinisek_V2 (Deverb15 PPos (UseV th_V))))) NoVoc) (PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (UsePron (ProDrop he_Pron)) (AdvVP (ComplV2 qed_V2 (DetCN (DetNum NumSg) (UseN vivinyo_7_8_N))) (LocAdvAdv (LocAdvNP (LocAdvNP (LocNNgaAdv phambi_LocN) (Deverb15 PPos (UseV phel_V))) (DetCN (DetNum NumSg) (UseN khathi_7_8_N)))))))) NoVoc),qiniseka ukuthi uqeda isivivinyo ngaphambi kokuphela kwesikhathi
"ChunkPhr (PlusChunk (N_Chunker (N_Pl_Chunk hlathi_5_6_N)) (PlusChunk (N_Chunker (N_Pl_Chunk ningi_5_6_N)) (PlusChunk (Symb_Chunker (Symb_Chunk (MkSymb ""abhujisiwe""))) (PlusChunk (VP_Chunker (VP_Main_Chunk TPastTemp PPos (ProDrop he_Pron) (ComplV2 z_V2 (UsePron (ProDrop youSg_Pron))))) (OneChunk (S_Chunker (S_Chunk (UseCl TPastTemp PPos (PredVP (UsePron (ProDrop it17_Pron)) (AdvVP (ComplV2 enziw_V2 (DetCN (DetNum NumSg) (PossNP (UseN ndawo_9_10_N) (Deverb15 PPos (UseV tshalw_V))))) (KwaNPAdv (DetCN (DetNum NumPl) (PossNP (UseN futha_6_N) (DetCN (DetNum NumSg) (UseN sundu_5_6_N)))))))))))))))",amahlathi amaningi abhujisiwe ukuze kwenziwe indawo yokutshalwa kwamafutha esundu
PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (RelNP (DetCN (DetNum NumPl) (UseN ntu_1_2_N)) (UseRCl TPresTemp PPos (RelVP IdRP (CopAP (PositA ningi_A))))) (AdvVP (CopNP (DetCN (DetNum NumSg) (PossNP (RelN (UseRCl TRemPastTemp PPos (RelVP IdRP (ComplV2 b_V2 (Deverb15 PPos (ComplVS bon_VS ?))))) gwedlo_7_8_N) (DetCN (DetNum NumSg) (UseN shaka_1a_2a_N))))) (LocAdvAdv (LocNPAdv (DetCN (DetNum NumPl) (UseN nzi_6_N)))))))) NoVoc,abantu abaningi bayesaba ukubona isigwedlo sikashaka emanzini
ChunkPhr (PlusChunk (S_Chunker (S_Chunk (UseCl TRemPastTemp PPos (PredVP (RelNP (DetCN (DetNum NumPl) (UseN ntu_1_2_N)) (UseRCl TPresTemp PPos (RelVP IdRP (CopAP (PositA ningi_A))))) (UseV lim_V))))) (PlusChunk (NP_Chunker (NP_Loc_Chunk (DetCN (DetNum NumPl) (UseN phandle_6_N)))) (PlusChunk (V_Chunker (V_i_Chunk futh_V)) (PlusChunk (S_Chunker (S_Chunk (UseCl TRemPastTemp PPos (PredVP (UsePron (ProDrop it14_Pron)) (UseV sebenz_V))))) (OneChunk (NP_Chunker (NP_Loc_Chunk (DetCN (DetNum NumSg) (UseN dolobha_5_6_N))))))))),abantu abaningi balima emaphandleni futhi basebenza edolobheni
ChunkPhr (PlusChunk (S_Chunker (S_Chunk (UseCl TRemPastTemp PPos (PredVP (RelNP (DetCN (DetNum NumPl) (UseN ntu_1_2_N)) (UseRCl TPresTemp PPos (RelVP IdRP (CopAP (PositA ningi_A))))) (AdvVP (UseV hamb_V) (LocAdvNPAdv (InstrNPAdv (DetCN (DetNum NumPl) (UseN kebhe_7_8_N))) (DetCN (DetNum NumSg) (UseN chibi_5_6_N)))))))) (OneChunk (NP_Chunker (NP_Gen_Chunk (ProDrop they6_Pron) (DetCN (DetNum NumSg) (UseN hlobo_5_6_N)))))),abantu abaningi bahamba ngezikebhe echibini ehlobo
PhrUtt NoPConj (UttS (UseCl TRemPastTemp PPos (PredVP (DetCN (DetNum NumSg) (UseN dlovu_9_10_N)) (AdvVP (ComplV2 khuhl_V2 (DetCN (DetNum NumPl) (PossNP (UseN zinyo_5_6_N) (UsePron they4_Pron)))) (LocAdvAdv (LocNPAdv (DetCN (DetNum NumSg) (PossNP (UseN gxolo_5_6_N) (DetCN (DetNum NumSg) (UseN thi_3_4_N)))))))))) NoVoc,indlovu yakhuhla amazinyo ayo egxolweni lomuthi
PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (DetCN (DetNum NumSg) (UseN dlovu_9_10_N)) (AdvVP (ComplV2V sebenzis_V2V (DetCN (DetNum NumSg) (PossNP (UseN boko_3_4_N) (UsePron they4_Pron))) (UseV hogel_V)) (NaNPAdv (Deverb15 PPos (ComplV2 thath_V2 (DetCN (DetNum NumPl) (UseN nto_11_N))))))))) NoVoc,indlovu isebenzisa umboko wayo ukuhogela nokuthatha izinto
"ChunkPhr (PlusChunk (S_Chunker (S_Chunk (UseCl TPastTemp PPos (PredVP (DetCN (DetNum NumPl) (UseN vukazi_9_10_N)) (ComplV2 vam_V2 (Deverb15 PPos (UseV zal_V))))))) (PlusChunk (Symb_Chunker (Symb_Chunk (MkSymb ""ngasikhathi""))) (OneChunk (V_Chunker (V_e_Chunk siny_V)))))",izimvukazi zivame ukuzala ngasikhathi sinye
ExtPhrConj (PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (DetCN (DetNum NumSg) (UseN limi_1_2_N)) (ComplV2 tshal_V2 (DetCN (DetNum NumPl) (UseN bele_5_6_N)))))) NoVoc) (PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (UsePron (ProDrop he_Pron)) (AdvVP (ComplV2 ondl_V2 (UsePron (ProDrop it17_Pron))) (NPAdv (DetCN (DetNum NumPl) (UseN khomo_9_10_N))))))) NoVoc),umlimi utshala amabele ukondla izinkomo
"ChunkPhr (PlusChunk (S_Chunker (S_Chunk (UseCl TRemPastTemp PPos (PredVP (DetCN (DetNum NumPl) (UseN limi_1_2_N)) (UseV lahlekelw_V))))) (PlusChunk (Symb_Chunker (Symb_Chunk (MkSymb ""yizo""))) (PlusChunk (CN_Chunker (CN_Pl_Chunk (PossNP (PredetN (QuantPredet all_QuantStem) limo_7_8_N) (UsePron they_Pron)))) (OneChunk (Adv_Chunker (Adv_Chunk (InstrNPAdv (DetCN (DetNum NumSg) (PossNP (UseN nxa_9_10_N) (DetCN (DetNum NumSg) (PossNP (UseN fo_7_8_N) (DetCN (DetNum NumPl) (UseN tshalo_7_8_N)))))))))))))",abalimi balahlekelwa yizo zonke izilimo zabo ngenxa yesifo sezitshalo
ExtPhrConj (PhrUtt NoPConj (UttS (UseCl TPastTemp PPos (PredVP (UsePron (ProDrop it7_Pron)) (UseVStative bukel_V)))) NoVoc) (PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (DetCN (DetNum NumSg) (UseN khubabulongwe_9_10_N)) (AdvVP (ComplV2 gingq_V2 (DetCN (DetNum NumSg) (UseN longwe_14_N))) (LocAdvAdv (LocNPAdv (DetCN (DetNum NumSg) (UseN dlela_9_10_N)))))))) NoVoc),besibukele inkubabulongwe igingqa ubulongwe endleleni
PhrUtt NoPConj (UttS (UseCl TPastTemp PPos (PredVP (UsePron (ProDrop it7_Pron)) (AdvVP (ComplVS bon_VS (AdvS (InstrAdvNPAdv (NPAdv (DetCN (DetNum NumPl) (PossNP (UseN lulwane_5_6_N) (DetCN (DetNum NumSg) (UseN ndiza_9_10_N))))) (DetCN (DetNum NumSg) (UseN ba_1a_2a_N))) (UseCl TPastTemp PPos (PredVP (UsePron (ProDrop it17_Pron)) (CopLocative khona_Loc))))) (NPAdv (DetCN (DetNum NumSg) (UseN nyezi_11_N))))))) NoVoc,sibone amalulwane endiza ngoba bekukhona unyezi
ChunkPhr (PlusChunk (Imp_Chunker (Imp_Sg_Pos_Chunk (ImpVP (ComplV2 bon_V2 (UsePron (ProDrop we_Pron)))))) (PlusChunk (N_Chunker (N_Sg_Chunk nyoni_9_10_N)) (PlusChunk (VP_Chunker (VP_Main_Chunk TPresTemp PPos (ProDrop it9_Pron) (UseV tshuz_V))) (OneChunk (QS_Chunker (QS_Chunk (UseQCl TRemFutTemp PPos (QuestIAdv what_IAdv (PredVP (UsePron (ProDrop it9_Pron)) (ComplV2 bamb_V2 (RelNP (DetCN (DetNum NumSg) (UseN hlanzi_9_10_N)) (UseRCl TPresTemp PPos (RelVP IdRP (CopAP (PositA manzi_R))))))))))))))),sibone inyoni itshuza iyobamba inhlanzi emanzini
PhrUtt NoPConj (UttS (UseCl TPastTemp PPos (PredVP (UsePron (ProDrop we_Pron)) (AdvVP (ComplVS bon_VS (UseCl TPresTemp PPos (PredVP (DetCN (DetNum NumSg) (UseN zekamanzi_1a_2a_N)) (AdvVP (UseV ndiz_V) phezu_Adv)))) (KwaNPAdv (DetCN (DetNum NumSg) (UseN chibi_5_6_N))))))) NoVoc,sibone uzekamanzi undiza phezu kwechibi
