Tree,Linearisation
PhrUtt NoPConj (UttS (UseCl TPastTemp PNeg (PredVP (DetCN (DetNum NumSg) (PossNP (UseN aunt_paternal_N) (DetCN (DetNum NumSg) (EmphCN (UseN human_N))))) (ComplV2 pick_V2 (DetCN (DetNum NumSg) (UseN mango_N)))))) NoVoc,ubabekazi wakhe umuntu akakhanga umongo
PhrUtt NoPConj (UttS (UseCl TRemFutTemp PNeg (PredVP (RelNP (DetCN (DetNum NumSg) (EmphCN (UseN woman_N))) (UseRCl TPastTemp PNeg (RelVP IdRP (CopNPAssoc (RelNP (DetCN (DetNum NumSg) (UseN umbrella_N)) (UseRCl TPresTemp PNeg (RelVP IdRP (CopAP (PositA big_A))))))))) (ComplV2 like_V2 (DetCN (DetNum NumSg) (UseN orange_N)))))) NoVoc,yona inkosikazi ebingenasambulela engesikhulu ayiyukuthanda iwolintshi
PhrUtt NoPConj (UttS (UseCl TPresTemp PNeg (PredVP (RelNP (DetCN (DetNum NumSg) (EmphCN (UseN woman_N))) (UseRCl TPresTemp PNeg (RelVP IdRP (CopNPAssoc (RelNP (DetCN (DetNum NumSg) (UseN umbrella_N)) (UseRCl TPresTemp PNeg (RelVP IdRP (CopAP (PositA big_A))))))))) (ComplV2 eat_V2 (DetCN (DetNum NumSg) (UseN porridge_N)))))) NoVoc,yona inkosikazi engenasambulela engesikhulu ayidli iphalishi
PhrUtt NoPConj (UttS (UseCl TRemFutTemp PNeg (PredVP (RelNP (DetCN (DetNum NumSg) (UseN girl_N)) (UseRCl TPresTemp PNeg (RelVP IdRP (CopNPAssoc (RelNP (DetCN (DetNum NumSg) (UseN sweater_N)) (UseRCl TPresTemp PNeg (RelVP IdRP (CopAP (PositA colourful_R))))))))) (ComplV2 eat_V2 (DetCN (DetNum NumSg) (UseN banana_N)))))) NoVoc,intombazana engenajezi elingemakhwezikhwezi ayiyukudla ubhanana
PhrUtt NoPConj (UttS (UseCl TRemFutTemp PPos (PredVP (DetCN (DetNum NumSg) (PossNP (UseN aunt_maternal_N) (DetCN (DetNum NumSg) (EmphCN (UseN girl_N))))) (ComplV2 order_V2 (DetCN (DetNum NumPl) (UseN egg_N)))))) NoVoc,umamekazi wayo intombazana uyoku-oda amaqanda
PhrUtt NoPConj (UttS (UseCl TFutTemp PPos (PredVP (DetCN (DetNum NumSg) (PossNP (UseN brother_3_N) (DetCN (DetNum NumPl) (EmphCN (UseN woman_N))))) (ComplV2 want_V2 (DetCN (DetNum NumPl) (UseN bean_N)))))) NoVoc,umfowabo wawo amakhosikazi uzofuna obhontshisi
PhrUtt NoPConj (UttS (UseCl TFutTemp PNeg (PredVP (RelNP (DetCN (DetNum NumSg) (EmphCN (UseN boy_N))) (UseRCl TPresTemp PNeg (RelVP IdRP (UseV laugh_V)))) (ComplV2 order_V2 (DetCN (DetNum NumSg) (UseN avocado_N)))))) NoVoc,yena umfana ongahleki akazuku-oda ukwatapheya
PhrUtt NoPConj (UttS (UseCl TPresTemp PNeg (PredVP (RelNP (DetCN (DetNum NumSg) (UseN boy_N)) (UseRCl TPresTemp PNeg (RelVP IdRP (CopNPAssoc (RelNP (DetCN (DetNum NumSg) (UseN sweater_N)) (UseRCl TPresTemp PPos (RelVP IdRP (CopAP (PositA colourful_R))))))))) (ComplV2 enjoy_V2 (DetCN (DetNum NumSg) (UseN orange_N)))))) NoVoc,umfana ongenajezi elimakhwezikhwezi akajabuleli iwolintshi
PhrUtt NoPConj (UttS (UseCl TRemPastTemp PNeg (PredVP (DetCN (DetNum NumSg) (PossNP (UseN aunt_paternal_N) (DetCN (DetNum NumSg) (EmphCN (UseN man_N))))) (ComplV2 like_V2 (DetCN (DetNum NumSg) (UseN porridge_N)))))) NoVoc,ubabekazi wayo indoda akathandanga iphalishi
PhrUtt NoPConj (UttS (UseCl TFutTemp PNeg (PredVP (RelNP (DetCN (DetNum NumSg) (UseN girl_N)) (UseRCl TFutTemp PPos (RelVP IdRP (CopNPAssoc (RelNP (DetCN (DetNum NumSg) (UseN umbrella_N)) (UseRCl TPresTemp PPos (RelVP IdRP (CopAP (PositA big_A))))))))) (ComplV2 pick_V2 (DetCN (DetNum NumSg) (UseN lettuce_N)))))) NoVoc,intombazana ezoba nesambulela esikhulu ayizukukha uletisi
PhrUtt NoPConj (UttS (UseCl TRemFutTemp PPos (PredVP (RelNP (DetCN (DetNum NumSg) (EmphCN (UseN woman_N))) (UseRCl TPresTemp PPos (RelVP IdRP (UseV cough_V)))) (ComplV2 cook_V2 (DetCN (DetNum NumSg) (UseN vegetable_N)))))) NoVoc,yona inkosikazi ekhwehlelayo iyopheka umfino
PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (RelNP (DetCN (DetNum NumSg) (UseN girl_N)) (UseRCl TPresTemp PPos (RelVP IdRP (UseV cough_V)))) (ComplV2 order_V2 (DetCN (DetNum NumPl) (UseN egg_N)))))) NoVoc,intombazana ekhwehlelayo i-oda amaqanda
PhrUtt NoPConj (UttS (UseCl TPastTemp PNeg (PredVP (RelNP (DetCN (DetNum NumSg) (EmphCN (UseN man_N))) (UseRCl TPresTemp PPos (RelVP IdRP (UseV cough_V)))) (ComplV2 buy_V2 (DetCN (DetNum NumPl) (UseN bean_N)))))) NoVoc,yona indoda ekhwehlelayo ayithenganga obhontshisi
PhrUtt NoPConj (UttS (UseCl TFutTemp PNeg (PredVP (RelNP (DetCN (DetNum NumSg) (UseN man_N)) (UseRCl TPresTemp PPos (RelVP IdRP (UseV cough_V)))) (ComplV2 like_V2 (DetCN (DetNum NumSg) (UseN vegetable_N)))))) NoVoc,indoda ekhwehlelayo ayizukuthanda umfino
PhrUtt NoPConj (UttS (UseCl TPresTemp PNeg (PredVP (RelNP (DetCN (DetNum NumSg) (UseN girl_N)) (UseRCl TFutTemp PPos (RelVP IdRP (CopNPAssoc (RelNP (DetCN (DetNum NumSg) (UseN umbrella_N)) (UseRCl TPresTemp PPos (RelVP IdRP (CopAP (PositA big_A))))))))) (ComplV2 cook_V2 (DetCN (DetNum NumSg) (UseN lettuce_N)))))) NoVoc,intombazana ezoba nesambulela esikhulu ayipheki uletisi
PhrUtt NoPConj (UttS (UseCl TRemPastTemp PNeg (PredVP (RelNP (DetCN (DetNum NumSg) (EmphCN (UseN woman_N))) (UseRCl TPresTemp PNeg (RelVP IdRP (UseV cough_V)))) (ComplV2 want_V2 (DetCN (DetNum NumPl) (UseN egg_N)))))) NoVoc,yona inkosikazi engakhwehleli ayifunanga amaqanda
PhrUtt NoPConj (UttS (UseCl TRemFutTemp PPos (PredVP (DetCN (DetNum NumSg) (PredetN (DemPredet that_Quant) woman_N)) (ComplV2 order_V2 (DetCN (DetNum NumSg) (UseN fish_N)))))) NoVoc,leyo nkosikazi iyoku-oda inhlanzi
PhrUtt NoPConj (UttS (UseCl TRemFutTemp PPos (PredVP (DetCN (DetNum NumSg) (PossNP (UseN brother_3_N) (DetCN (DetNum NumSg) (UseN woman_N)))) (ComplV2 buy_V2 (DetCN (DetNum NumSg) (UseN meat_N)))))) NoVoc,umfowabo wenkosikazi uyothenga inyama
PhrUtt NoPConj (UttS (UseCl TPastTemp PNeg (PredVP (DetCN (DetNum NumSg) (PossNP (UseN aunt_maternal_N) (DetCN (DetNum NumSg) (EmphCN (UseN girl_N))))) (ComplV2 want_V2 (DetCN (DetNum NumSg) (UseN pumpkin_N)))))) NoVoc,umamekazi wayo intombazana akafunanga ithanga
PhrUtt NoPConj (UttS (UseCl TRemPastTemp PNeg (PredVP (RelNP (DetCN (DetNum NumSg) (EmphCN (UseN woman_N))) (UseRCl TPastTemp PNeg (RelVP IdRP (CopNPAssoc (RelNP (DetCN (DetNum NumSg) (UseN umbrella_N)) (UseRCl TPresTemp PNeg (RelVP IdRP (CopAP (PositA big_A))))))))) (ComplV2 buy_V2 (DetCN (DetNum NumSg) (UseN lettuce_N)))))) NoVoc,yona inkosikazi ebingenasambulela engesikhulu ayithenganga uletisi
PhrUtt NoPConj (UttS (UseCl TRemPastTemp PNeg (PredVP (DetCN (DetNum NumSg) (PossNP (UseN aunt_paternal_N) (DetCN (DetNum NumSg) (UseN woman_N)))) (ComplV2 sell_1_V2 (DetCN (DetNum NumSg) (UseN porridge_N)))))) NoVoc,ubabekazi wenkosikazi akathengisanga iphalishi
PhrUtt NoPConj (UttS (UseCl TPastTemp PNeg (PredVP (DetCN (DetNum NumSg) (PossNP (UseN brother_3_N) (DetCN (DetNum NumPl) (UseN girl_N)))) (ComplV2 grow_V2 (DetCN (DetNum NumSg) (UseN banana_N)))))) NoVoc,umfowabo wamantombazana akamilisanga ubhanana
PhrUtt NoPConj (UttS (UseCl TRemPastTemp PNeg (PredVP (RelNP (DetCN (DetNum NumSg) (EmphCN (UseN woman_N))) (UseRCl TFutTemp PNeg (RelVP IdRP (CopNPAssoc (RelNP (DetCN (DetNum NumSg) (UseN sweater_N)) (UseRCl TPresTemp PNeg (RelVP IdRP (CopAP (PositA colourful_R))))))))) (ComplV2 like_V2 (DetCN (DetNum NumSg) (UseN avocado_N)))))) NoVoc,yona inkosikazi engezukuba najezi elingemakhwezikhwezi ayithandanga ukwatapheya
PhrUtt NoPConj (UttS (UseCl TRemPastTemp PNeg (PredVP (RelNP (DetCN (DetNum NumSg) (UseN boy_N)) (UseRCl TPastTemp PPos (RelVP IdRP (CopNPAssoc (RelNP (DetCN (DetNum NumSg) (UseN umbrella_N)) (UseRCl TPresTemp PPos (RelVP IdRP (CopAP (PositA big_A))))))))) (ComplV2 want_V2 (DetCN (DetNum NumSg) (UseN fruit_N)))))) NoVoc,umfana obenesambulela esikhulu akafunanga isithelo
PhrUtt NoPConj (UttS (UseCl TPastTemp PNeg (PredVP (DetCN (DetNum NumSg) (UseN human_N)) (ComplV2 enjoy_V2 (DetCN (DetNum NumSg) (UseN bread_N)))))) NoVoc,umuntu akajabulelanga isinkwa
PhrUtt NoPConj (UttS (UseCl TFutTemp PPos (PredVP (RelNP (DetCN (DetNum NumSg) (UseN girl_N)) (UseRCl TFutTemp PPos (RelVP IdRP (CopNPAssoc (RelNP (DetCN (DetNum NumSg) (UseN sweater_N)) (UseRCl TPresTemp PPos (RelVP IdRP (CopAP (PositA colourful_R))))))))) (ComplV2 enjoy_V2 (DetCN (DetNum NumSg) (UseN bread_N)))))) NoVoc,intombazana ezoba nejezi elimakhwezikhwezi izojabulela isinkwa
PhrUtt NoPConj (UttS (UseCl TFutTemp PNeg (PredVP (RelNP (DetCN (DetNum NumSg) (UseN man_N)) (UseRCl TPresTemp PNeg (RelVP IdRP (CopNPAssoc (RelNP (DetCN (DetNum NumSg) (UseN umbrella_N)) (UseRCl TPresTemp PPos (RelVP IdRP (CopAP (PositA big_A))))))))) (ComplV2 buy_V2 (DetCN (DetNum NumSg) (UseN potato_N)))))) NoVoc,indoda engenasambulela esikhulu ayizukuthenga izambane
PhrUtt NoPConj (UttS (UseCl TFutTemp PNeg (PredVP (DetCN (DetNum NumSg) (PredetN (DemPredet yonder_Quant) man_N)) (ComplV2 eat_V2 (DetCN (DetNum NumSg) (UseN mango_N)))))) NoVoc,leya ndoda ayizukudla umongo
PhrUtt NoPConj (UttS (UseCl TRemFutTemp PPos (PredVP (DetCN (DetNum NumSg) (PredetN (DemPredet this_Quant) woman_N)) (ComplV2 eat_V2 (DetCN (DetNum NumSg) (UseN bread_N)))))) NoVoc,le nkosikazi iyokudla isinkwa
PhrUtt NoPConj (UttS (UseCl TPresTemp PNeg (PredVP (RelNP (DetCN (DetNum NumSg) (EmphCN (UseN human_N))) (UseRCl TPresTemp PPos (RelVP IdRP (UseV laugh_V)))) (ComplV2 cut_V2 (DetCN (DetNum NumPl) (UseN bean_N)))))) NoVoc,yena umuntu ohlekayo akasiki obhontshisi
PhrUtt NoPConj (UttS (UseCl TPastTemp PNeg (PredVP (RelNP (DetCN (DetNum NumSg) (UseN woman_N)) (UseRCl TPastTemp PNeg (RelVP IdRP (CopNPAssoc (RelNP (DetCN (DetNum NumSg) (UseN umbrella_N)) (UseRCl TPresTemp PNeg (RelVP IdRP (CopAP (PositA big_A))))))))) (ComplV2 pick_V2 (DetCN (DetNum NumSg) (UseN vegetable_N)))))) NoVoc,inkosikazi ebingenasambulela engesikhulu ayikhanga umfino
PhrUtt NoPConj (UttS (UseCl TPastTemp PNeg (PredVP (RelNP (DetCN (DetNum NumSg) (UseN girl_N)) (UseRCl TFutTemp PPos (RelVP IdRP (CopNPAssoc (RelNP (DetCN (DetNum NumSg) (UseN umbrella_N)) (UseRCl TPresTemp PPos (RelVP IdRP (CopAP (PositA big_A))))))))) (ComplV2 buy_V2 (DetCN (DetNum NumSg) (UseN porridge_N)))))) NoVoc,intombazana ezoba nesambulela esikhulu ayithenganga iphalishi
PhrUtt NoPConj (UttS (UseCl TRemFutTemp PPos (PredVP (RelNP (DetCN (DetNum NumSg) (EmphCN (UseN human_N))) (UseRCl TPastTemp PPos (RelVP IdRP (CopNPAssoc (RelNP (DetCN (DetNum NumSg) (UseN sweater_N)) (UseRCl TPresTemp PPos (RelVP IdRP (CopAP (PositA colourful_R))))))))) (ComplV2 enjoy_V2 (DetCN (DetNum NumSg) (UseN banana_N)))))) NoVoc,yena umuntu obenejezi elimakhwezikhwezi uyojabulela ubhanana
PhrUtt NoPConj (UttS (UseCl TRemFutTemp PNeg (PredVP (DetCN (DetNum NumSg) (PossNP (UseN brother_3_N) (DetCN (DetNum NumPl) (UseN woman_N)))) (ComplV2 cut_V2 (DetCN (DetNum NumSg) (UseN orange_N)))))) NoVoc,umfowabo wamakhosikazi akayukusika iwolintshi
PhrUtt NoPConj (UttS (UseCl TPastTemp PNeg (PredVP (RelNP (DetCN (DetNum NumSg) (EmphCN (UseN man_N))) (UseRCl TPastTemp PNeg (RelVP IdRP (CopNPAssoc (RelNP (DetCN (DetNum NumSg) (UseN sweater_N)) (UseRCl TPresTemp PPos (RelVP IdRP (CopAP (PositA colourful_R))))))))) (ComplV2 eat_V2 (DetCN (DetNum NumSg) (UseN orange_N)))))) NoVoc,yona indoda ebingenajezi elimakhwezikhwezi ayidlanga iwolintshi
PhrUtt NoPConj (UttS (UseCl TRemPastTemp PPos (PredVP (RelNP (DetCN (DetNum NumSg) (UseN girl_N)) (UseRCl TPresTemp PPos (RelVP IdRP (UseV cough_V)))) (ComplV2 enjoy_V2 (DetCN (DetNum NumPl) (UseN water_N)))))) NoVoc,intombazana ekhwehlelayo yajabulela amanzi
PhrUtt NoPConj (UttS (UseCl TPresTemp PNeg (PredVP (RelNP (DetCN (DetNum NumSg) (UseN woman_N)) (UseRCl TPastTemp PNeg (RelVP IdRP (CopNPAssoc (RelNP (DetCN (DetNum NumSg) (UseN sweater_N)) (UseRCl TPresTemp PNeg (RelVP IdRP (CopAP (PositA colourful_R))))))))) (ComplV2 pick_V2 (DetCN (DetNum NumPl) (UseN bean_N)))))) NoVoc,inkosikazi ebingenajezi elingemakhwezikhwezi ayikhi obhontshisi
PhrUtt NoPConj (UttS (UseCl TRemFutTemp PNeg (PredVP (RelNP (DetCN (DetNum NumSg) (UseN human_N)) (UseRCl TPastTemp PPos (RelVP IdRP (CopNPAssoc (RelNP (DetCN (DetNum NumSg) (UseN sweater_N)) (UseRCl TPresTemp PPos (RelVP IdRP (CopAP (PositA colourful_R))))))))) (ComplV2 enjoy_V2 (DetCN (DetNum NumPl) (UseN bean_N)))))) NoVoc,umuntu obenejezi elimakhwezikhwezi akayukujabulela obhontshisi
PhrUtt NoPConj (UttS (UseCl TRemPastTemp PPos (PredVP (DetCN (DetNum NumSg) (PossNP (UseN aunt_paternal_N) (DetCN (DetNum NumSg) (UseN man_N)))) (ComplV2 enjoy_V2 (DetCN (DetNum NumPl) (UseN bean_N)))))) NoVoc,ubabekazi wendoda wajabulela obhontshisi
PhrUtt NoPConj (UttS (UseCl TFutTemp PNeg (PredVP (DetCN (DetNum NumSg) (UseN human_N)) (ComplV2 cut_V2 (DetCN (DetNum NumPl) (UseN bean_N)))))) NoVoc,umuntu akazukusika obhontshisi
PhrUtt NoPConj (UttS (UseCl TPastTemp PPos (PredVP (DetCN (DetNum NumSg) (PredetN (DemPredet that_Quant) man_N)) (ComplV2 order_V2 (DetCN (DetNum NumSg) (UseN coffee_N)))))) NoVoc,leyo ndoda i-ode ikhofi
PhrUtt NoPConj (UttS (UseCl TPastTemp PNeg (PredVP (DetCN (DetNum NumSg) (PossNP (UseN brother_3_N) (DetCN (DetNum NumSg) (UseN girl_N)))) (ComplV2 enjoy_V2 (DetCN (DetNum NumSg) (UseN tea_N)))))) NoVoc,umfowabo wentombazana akajabulelanga itiye
PhrUtt NoPConj (UttS (UseCl TPastTemp PNeg (PredVP (RelNP (DetCN (DetNum NumSg) (EmphCN (UseN girl_N))) (UseRCl TPresTemp PNeg (RelVP IdRP (UseV laugh_V)))) (ComplV2 grow_V2 (DetCN (DetNum NumSg) (UseN fruit_N)))))) NoVoc,yona intombazana engahleki ayimilisanga isithelo
PhrUtt NoPConj (UttS (UseCl TFutTemp PNeg (PredVP (RelNP (DetCN (DetNum NumSg) (EmphCN (UseN girl_N))) (UseRCl TPresTemp PNeg (RelVP IdRP (CopNPAssoc (RelNP (DetCN (DetNum NumSg) (UseN sweater_N)) (UseRCl TPresTemp PPos (RelVP IdRP (CopAP (PositA colourful_R))))))))) (ComplV2 sell_1_V2 (DetCN (DetNum NumSg) (UseN milk_N)))))) NoVoc,yona intombazana engenajezi elimakhwezikhwezi ayizukuthengisa ubisi
PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (DetCN (DetNum NumSg) (PossNP (UseN aunt_maternal_N) (DetCN (DetNum NumPl) (EmphCN (UseN man_N))))) (ComplV2 eat_V2 (DetCN (DetNum NumSg) (UseN potato_N)))))) NoVoc,umamekazi wawo amadoda udla izambane
PhrUtt NoPConj (UttS (UseCl TPastTemp PPos (PredVP (RelNP (DetCN (DetNum NumSg) (EmphCN (UseN human_N))) (UseRCl TPresTemp PPos (RelVP IdRP (CopNPAssoc (RelNP (DetCN (DetNum NumSg) (UseN umbrella_N)) (UseRCl TPresTemp PPos (RelVP IdRP (CopAP (PositA big_A))))))))) (ComplV2 grow_V2 (DetCN (DetNum NumSg) (UseN banana_N)))))) NoVoc,yena umuntu onesambulela esikhulu umilise ubhanana
PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (DetCN (DetNum NumSg) (PredetN (DemPredet yonder_Quant) chicken_N)) (ComplV2 eat_V2 (DetCN (DetNum NumSg) (UseN banana_N)))))) NoVoc,leya nkukhu idla ubhanana
PhrUtt NoPConj (UttS (UseCl TPastTemp PPos (PredVP (DetCN (DetNum NumSg) (PossNP (UseN aunt_maternal_N) (DetCN (DetNum NumSg) (EmphCN (UseN man_N))))) (ComplV2 want_V2 (DetCN (DetNum NumSg) (UseN avocado_N)))))) NoVoc,umamekazi wayo indoda ufune ukwatapheya
PhrUtt NoPConj (UttS (UseCl TFutTemp PPos (PredVP (DetCN (DetNum NumSg) (PossNP (UseN aunt_paternal_N) (DetCN (DetNum NumPl) (EmphCN (UseN boy_N))))) (ComplV2 want_V2 (DetCN (DetNum NumSg) (UseN meat_N)))))) NoVoc,ubabekazi wabo abafana uzofuna inyama
PhrUtt NoPConj (UttS (UseCl TPresTemp PNeg (PredVP (DetCN (DetNum NumSg) (PossNP (UseN aunt_paternal_N) (DetCN (DetNum NumSg) (UseN woman_N)))) (ComplV2 pick_V2 (DetCN (DetNum NumSg) (UseN avocado_N)))))) NoVoc,ubabekazi wenkosikazi akakhi ukwatapheya
PhrUtt NoPConj (UttS (UseCl TRemFutTemp PNeg (PredVP (DetCN (DetNum NumSg) (PossNP (UseN aunt_maternal_N) (DetCN (DetNum NumSg) (UseN woman_N)))) (ComplV2 order_V2 (DetCN (DetNum NumSg) (UseN orange_N)))))) NoVoc,umamekazi wenkosikazi akayuku-oda iwolintshi
PhrUtt NoPConj (UttS (UseCl TPastTemp PNeg (PredVP (RelNP (DetCN (DetNum NumSg) (UseN boy_N)) (UseRCl TPresTemp PNeg (RelVP IdRP (CopNPAssoc (RelNP (DetCN (DetNum NumSg) (UseN sweater_N)) (UseRCl TPresTemp PPos (RelVP IdRP (CopAP (PositA colourful_R))))))))) (ComplV2 pick_V2 (DetCN (DetNum NumSg) (UseN vegetable_N)))))) NoVoc,umfana ongenajezi elimakhwezikhwezi akakhanga umfino
PhrUtt NoPConj (UttS (UseCl TRemFutTemp PPos (PredVP (RelNP (DetCN (DetNum NumSg) (UseN woman_N)) (UseRCl TPastTemp PPos (RelVP IdRP (CopNPAssoc (RelNP (DetCN (DetNum NumSg) (UseN umbrella_N)) (UseRCl TPresTemp PPos (RelVP IdRP (CopAP (PositA big_A))))))))) (ComplV2 eat_V2 (DetCN (DetNum NumSg) (UseN fish_N)))))) NoVoc,inkosikazi ebinesambulela esikhulu iyokudla inhlanzi
PhrUtt NoPConj (UttS (UseCl TPastTemp PNeg (PredVP (RelNP (DetCN (DetNum NumSg) (EmphCN (UseN girl_N))) (UseRCl TPresTemp PNeg (RelVP IdRP (CopNPAssoc (RelNP (DetCN (DetNum NumSg) (UseN sweater_N)) (UseRCl TPresTemp PNeg (RelVP IdRP (CopAP (PositA colourful_R))))))))) (ComplV2 want_V2 (DetCN (DetNum NumSg) (UseN avocado_N)))))) NoVoc,yona intombazana engenajezi elingemakhwezikhwezi ayifunanga ukwatapheya
PhrUtt NoPConj (UttS (UseCl TRemPastTemp PPos (PredVP (DetCN (DetNum NumSg) (PossNP (UseN aunt_maternal_N) (DetCN (DetNum NumPl) (EmphCN (UseN boy_N))))) (ComplV2 cut_V2 (DetCN (DetNum NumSg) (UseN potato_N)))))) NoVoc,umamekazi wabo abafana wasika izambane
PhrUtt NoPConj (UttS (UseCl TFutTemp PNeg (PredVP (RelNP (DetCN (DetNum NumSg) (UseN human_N)) (UseRCl TPastTemp PNeg (RelVP IdRP (CopNPAssoc (RelNP (DetCN (DetNum NumSg) (UseN umbrella_N)) (UseRCl TPresTemp PNeg (RelVP IdRP (CopAP (PositA big_A))))))))) (ComplV2 buy_V2 (DetCN (DetNum NumSg) (UseN meat_N)))))) NoVoc,umuntu obengenasambulela engesikhulu akazukuthenga inyama
PhrUtt NoPConj (UttS (UseCl TRemFutTemp PPos (PredVP (RelNP (DetCN (DetNum NumSg) (UseN human_N)) (UseRCl TFutTemp PPos (RelVP IdRP (CopNPAssoc (RelNP (DetCN (DetNum NumSg) (UseN sweater_N)) (UseRCl TPresTemp PPos (RelVP IdRP (CopAP (PositA colourful_R))))))))) (ComplV2 sell_1_V2 (DetCN (DetNum NumPl) (UseN egg_N)))))) NoVoc,umuntu ozoba nejezi elimakhwezikhwezi uyothengisa amaqanda
PhrUtt NoPConj (UttS (UseCl TRemPastTemp PNeg (PredVP (DetCN (DetNum NumSg) (PossNP (UseN aunt_maternal_N) (DetCN (DetNum NumPl) (UseN woman_N)))) (ComplV2 sell_1_V2 (DetCN (DetNum NumSg) (UseN bread_N)))))) NoVoc,umamekazi wamakhosikazi akathengisanga isinkwa
PhrUtt NoPConj (UttS (UseCl TRemFutTemp PNeg (PredVP (RelNP (DetCN (DetNum NumSg) (EmphCN (UseN human_N))) (UseRCl TPresTemp PNeg (RelVP IdRP (UseV cough_V)))) (ComplV2 like_V2 (DetCN (DetNum NumSg) (UseN meat_N)))))) NoVoc,yena umuntu ongakhwehleli akayukuthanda inyama
PhrUtt NoPConj (UttS (UseCl TPastTemp PPos (PredVP (RelNP (DetCN (DetNum NumSg) (EmphCN (UseN boy_N))) (UseRCl TPresTemp PPos (RelVP IdRP (CopNPAssoc (RelNP (DetCN (DetNum NumSg) (UseN sweater_N)) (UseRCl TPresTemp PPos (RelVP IdRP (CopAP (PositA colourful_R))))))))) (ComplV2 like_V2 (DetCN (DetNum NumSg) (UseN lettuce_N)))))) NoVoc,yena umfana onejezi elimakhwezikhwezi uthande uletisi
PhrUtt NoPConj (UttS (UseCl TPastTemp PNeg (PredVP (RelNP (DetCN (DetNum NumSg) (UseN woman_N)) (UseRCl TPresTemp PNeg (RelVP IdRP (CopNPAssoc (RelNP (DetCN (DetNum NumSg) (UseN umbrella_N)) (UseRCl TPresTemp PPos (RelVP IdRP (CopAP (PositA big_A))))))))) (ComplV2 want_V2 (DetCN (DetNum NumSg) (UseN fish_N)))))) NoVoc,inkosikazi engenasambulela esikhulu ayifunanga inhlanzi
PhrUtt NoPConj (UttS (UseCl TPastTemp PPos (PredVP (RelNP (DetCN (DetNum NumSg) (EmphCN (UseN girl_N))) (UseRCl TFutTemp PPos (RelVP IdRP (CopNPAssoc (RelNP (DetCN (DetNum NumSg) (UseN sweater_N)) (UseRCl TPresTemp PPos (RelVP IdRP (CopAP (PositA colourful_R))))))))) (ComplV2 pick_V2 (DetCN (DetNum NumSg) (UseN pumpkin_N)))))) NoVoc,yona intombazana ezoba nejezi elimakhwezikhwezi ikhe ithanga
PhrUtt NoPConj (UttS (UseCl TRemPastTemp PPos (PredVP (DetCN (DetNum NumSg) (UseN man_N)) (ComplV2 pick_V2 (DetCN (DetNum NumSg) (UseN watermelon_N)))))) NoVoc,indoda yakha ikhabe
PhrUtt NoPConj (UttS (UseCl TPresTemp PNeg (PredVP (RelNP (DetCN (DetNum NumSg) (UseN girl_N)) (UseRCl TFutTemp PPos (RelVP IdRP (CopNPAssoc (RelNP (DetCN (DetNum NumSg) (UseN umbrella_N)) (UseRCl TPresTemp PPos (RelVP IdRP (CopAP (PositA big_A))))))))) (ComplV2 enjoy_V2 (DetCN (DetNum NumSg) (UseN porridge_N)))))) NoVoc,intombazana ezoba nesambulela esikhulu ayijabuleli iphalishi
PhrUtt NoPConj (UttS (UseCl TFutTemp PNeg (PredVP (RelNP (DetCN (DetNum NumSg) (EmphCN (UseN human_N))) (UseRCl TFutTemp PNeg (RelVP IdRP (CopNPAssoc (RelNP (DetCN (DetNum NumSg) (UseN umbrella_N)) (UseRCl TPresTemp PNeg (RelVP IdRP (CopAP (PositA big_A))))))))) (ComplV2 like_V2 (DetCN (DetNum NumSg) (UseN pumpkin_N)))))) NoVoc,yena umuntu ongezukuba nasambulela engesikhulu akazukuthanda ithanga
PhrUtt NoPConj (UttS (UseCl TRemPastTemp PNeg (PredVP (RelNP (DetCN (DetNum NumSg) (UseN woman_N)) (UseRCl TPastTemp PPos (RelVP IdRP (CopNPAssoc (RelNP (DetCN (DetNum NumSg) (UseN umbrella_N)) (UseRCl TPresTemp PPos (RelVP IdRP (CopAP (PositA big_A))))))))) (ComplV2 pick_V2 (DetCN (DetNum NumSg) (UseN avocado_N)))))) NoVoc,inkosikazi ebinesambulela esikhulu ayikhanga ukwatapheya
PhrUtt NoPConj (UttS (UseCl TRemPastTemp PNeg (PredVP (RelNP (DetCN (DetNum NumSg) (UseN girl_N)) (UseRCl TFutTemp PNeg (RelVP IdRP (CopNPAssoc (RelNP (DetCN (DetNum NumSg) (UseN sweater_N)) (UseRCl TPresTemp PPos (RelVP IdRP (CopAP (PositA colourful_R))))))))) (ComplV2 like_V2 (DetCN (DetNum NumSg) (UseN vegetable_N)))))) NoVoc,intombazana engezukuba najezi elimakhwezikhwezi ayithandanga umfino
PhrUtt NoPConj (UttS (UseCl TFutTemp PNeg (PredVP (RelNP (DetCN (DetNum NumSg) (EmphCN (UseN human_N))) (UseRCl TPastTemp PNeg (RelVP IdRP (CopNPAssoc (RelNP (DetCN (DetNum NumSg) (UseN sweater_N)) (UseRCl TPresTemp PPos (RelVP IdRP (CopAP (PositA colourful_R))))))))) (ComplV2 order_V2 (DetCN (DetNum NumPl) (UseN egg_N)))))) NoVoc,yena umuntu obengenajezi elimakhwezikhwezi akazuku-oda amaqanda
